id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,sale_type,saleprice,log_saleprice
456,528175060,120,RL,34.0,5001,Pave,2,Lvl,3,Inside,2,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,3,2,PConc,4,3,1,6,904.0,1,0.0,410.0,1314.0,GasA,2,Y,4,1314,0,0,1314,1,0,2,0,2,1,3,6,7,1,4,Attchd,2,2,626.0,3,3,2,172,62,0,0,0,0,0,7,2009,WD ,230000,12.345834587905333
2410,528188040,120,RL,60.0,3136,Pave,2,Lvl,3,Corner,2,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,3,2,PConc,4,3,1,1,0.0,1,0.0,1405.0,1405.0,GasA,2,Y,4,1405,0,0,1405,0,0,2,0,2,1,3,6,7,1,4,Attchd,2,2,478.0,3,3,2,148,36,0,0,0,0,0,3,2006,WD ,171750,12.053795210084596
1296,902128075,30,RM,60.0,5400,Pave,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,1Story,7,6,1920,2006,Gable,CompShg,Stucco,Stucco,None,0.0,3,2,CBlock,3,3,1,1,0.0,1,0.0,931.0,931.0,GasA,2,Y,4,1027,0,0,1027,0,1,1,0,2,1,3,5,7,1,3,NA,0,0,0.0,0,0,0,0,28,0,0,0,0,0,2,2008,WD ,120000,11.695247021764184
2682,903233220,50,RM,51.0,6120,Pave,3,Lvl,3,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1984,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,BrkTil,3,3,1,1,0.0,1,0.0,741.0,741.0,GasA,3,Y,4,741,583,0,1324,0,0,1,0,3,1,3,7,7,0,0,Detchd,1,1,180.0,2,3,2,0,0,55,0,0,0,0,2,2006,WD ,110000,11.608235644774552
237,905426200,20,RL,65.0,11479,Pave,3,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,1987,Gable,CompShg,Wd Sdng,Plywood,None,0.0,2,2,CBlock,3,3,1,6,104.0,3,387.0,172.0,663.0,GasA,2,Y,4,1074,0,0,1074,1,0,1,0,3,1,3,6,7,1,3,Attchd,1,1,467.0,3,3,2,0,52,52,0,0,0,0,6,2010,WD ,144500,11.881034786534624
1666,527403310,20,RL,63.0,9457,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1990,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,5,566.0,1,0.0,359.0,925.0,GasA,2,Y,4,1422,0,0,1422,1,0,1,0,3,1,2,7,5,0,0,Detchd,1,2,576.0,3,3,2,252,0,0,0,0,0,0,9,2007,WD ,155000,11.951180395901384
2666,902400090,30,RM,84.0,11340,Pave,3,Lvl,3,Corner,2,OldTown,Norm,Norm,1Fam,1Story,6,5,1923,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,1200.0,1200.0,GasA,2,Y,3,1200,0,0,1200,0,0,1,0,4,1,2,7,7,0,0,Detchd,1,1,312.0,2,2,2,0,0,228,0,0,0,0,3,2006,WD ,125000,11.736069016284437
662,535382100,70,RL,60.0,7200,Pave,3,Lvl,3,Corner,2,OldTown,Artery,Norm,1Fam,2Story,7,9,1910,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,560.0,560.0,GasA,3,Y,4,930,760,0,1690,0,0,2,0,4,1,3,5,7,0,0,Detchd,1,2,624.0,3,3,2,0,0,112,0,0,0,0,8,2009,WD ,156500,11.960811288962345
2490,532353180,80,RL,88.0,8471,Pave,2,Lvl,3,Corner,2,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1977,1995,Gable,CompShg,HdBoard,Plywood,BrkFace,46.0,2,2,CBlock,4,4,3,5,506.0,1,0.0,0.0,506.0,GasA,2,Y,4,1212,0,0,1212,1,0,1,0,3,1,2,6,7,1,3,Attchd,1,2,492.0,3,3,2,292,12,0,0,0,0,0,7,2006,WD ,151000,11.925035115797062
672,535403210,20,RL,90.0,10454,Pave,2,Lvl,3,Corner,2,NAmes,Norm,Norm,1Fam,1Story,6,6,1957,1957,Hip,CompShg,Plywood,Plywood,Stone,143.0,2,2,CBlock,3,3,1,3,546.0,1,0.0,559.0,1105.0,GasA,2,Y,3,1105,0,0,1105,0,0,1,0,3,1,2,5,7,0,0,Detchd,1,1,308.0,3,3,2,0,0,0,0,0,0,0,4,2009,WD ,135000,11.813030057420567
2915,923226290,160,RM,21.0,1484,Pave,3,Lvl,3,Inside,2,MeadowV,Norm,Norm,TwnhsE,2Story,4,4,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,2,CBlock,3,3,1,3,252.0,1,0.0,294.0,546.0,GasA,2,Y,4,546,546,0,1092,0,0,1,1,3,1,2,5,7,0,0,Attchd,1,1,253.0,3,2,2,0,0,0,0,0,0,0,5,2006,WD ,79400,11.282253647235228
452,528174050,120,RL,47.0,6904,Pave,2,Lvl,3,Inside,2,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,3,2,PConc,4,3,3,5,836.0,1,0.0,522.0,1358.0,GasA,2,Y,4,1358,0,0,1358,0,0,2,0,2,1,3,6,7,1,4,Attchd,2,2,484.0,3,3,2,192,36,0,0,0,0,0,8,2009,WD ,213000,12.269047444691562
321,916475110,60,RL,85.0,14191,Pave,3,Lvl,3,Inside,2,Timber,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,1,0.0,1,0.0,967.0,967.0,GasA,2,Y,4,993,915,0,1908,0,0,2,1,4,1,3,9,7,0,0,Attchd,3,2,431.0,3,3,2,135,0,0,0,0,0,0,4,2010,WD ,202900,12.220468525813907
2124,907131120,60,RL,60.0,9531,Pave,2,Lvl,3,CulDSac,2,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,2,6,706.0,1,0.0,88.0,794.0,GasA,2,Y,4,882,914,0,1796,1,0,2,1,3,1,2,7,7,0,0,Attchd,2,2,546.0,3,3,2,0,36,0,0,0,0,0,5,2007,WD ,211000,12.259613412458204
1278,535456050,90,RL,113.0,8513,Pave,3,Lvl,3,Corner,2,NAmes,Artery,Norm,Duplex,1Story,5,5,1961,1961,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,2,2,CBlock,3,3,3,1,0.0,1,0.0,1800.0,1800.0,GasA,2,N,4,1800,0,0,1800,0,0,2,0,6,2,2,10,7,0,0,NA,0,0,0.0,0,0,0,0,0,0,0,0,0,0,11,2008,WD ,130000,11.77528972943772
914,909251170,50,RL,51.0,6171,Pave,3,Lvl,3,Inside,2,SWISU,Norm,Norm,1Fam,1.5Fin,6,6,1925,1990,Gable,CompShg,WdShing,Wd Shng,None,0.0,2,2,BrkTil,3,3,1,4,264.0,1,0.0,712.0,976.0,GasA,2,Y,4,1160,448,0,1608,0,0,2,1,3,1,3,7,7,1,4,Detchd,1,1,216.0,2,3,2,147,16,0,0,0,0,0,10,2009,WD ,137450,11.83101549359339
579,533352150,20,RL,60.0,9991,Pave,2,Lvl,3,Corner,2,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1976,1993,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,3,3,1,4,1116.0,1,0.0,165.0,1281.0,GasA,2,Y,4,1620,0,0,1620,1,0,2,0,3,1,2,8,6,1,3,Attchd,1,2,490.0,3,3,2,120,78,0,0,0,0,0,6,2009,WD ,150000,11.918390573078392
1418,905480240,50,RL,60.0,9084,Pave,3,Lvl,3,Inside,2,Edwards,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,3,2,2,2,236.0,3,380.0,0.0,616.0,GasA,2,N,4,616,495,0,1111,0,1,1,0,3,1,2,5,7,0,0,Detchd,1,1,200.0,3,2,2,48,0,0,0,0,0,0,3,2008,ConLw,95000,11.461632170582678
1166,533213070,160,FV,24.0,2280,Pave,3,Lvl,3,Inside,2,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,2,2,PConc,4,3,1,5,549.0,1,0.0,195.0,744.0,GasA,2,Y,4,757,744,0,1501,0,0,2,1,3,1,2,6,7,0,0,Detchd,1,2,440.0,3,3,2,0,0,0,0,0,0,0,8,2008,WD ,179400,12.097373228606832
1797,528458090,60,FV,81.0,10411,Pave,3,Lvl,3,Corner,2,Somerst,Norm,Norm,1Fam,2Story,5,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,CBlock,4,3,0,1,0.0,1,0.0,725.0,725.0,GasA,2,Y,4,725,863,0,1588,0,0,3,0,3,1,3,8,7,0,0,Attchd,1,2,561.0,3,3,2,0,0,0,0,0,0,0,7,2007,New,212109,12.264855572467237
2568,535105160,20,RL,85.0,8500,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,2,2,CBlock,3,3,1,3,600.0,1,0.0,635.0,1235.0,GasA,2,Y,4,1235,0,0,1235,0,0,1,0,2,1,2,6,7,0,0,Attchd,1,2,480.0,3,3,2,0,0,0,0,0,0,0,12,2006,WD ,98600,11.498826540590727
2075,905376090,20,RL,60.0,17541,Pave,2,Lvl,3,Corner,2,Edwards,Norm,Norm,1Fam,1Story,5,7,1948,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,3,4,2,4,300.0,1,0.0,109.0,409.0,GasA,3,Y,4,1325,0,0,1325,0,0,2,0,3,1,3,6,7,1,3,Detchd,1,2,576.0,3,3,2,0,42,0,0,0,0,0,7,2007,WD ,216000,12.283033686666302
2445,528315080,60,RL,83.0,9545,Pave,3,Lvl,3,Corner,2,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,322.0,3,2,PConc,4,3,2,6,505.0,1,0.0,655.0,1160.0,GasA,2,Y,4,1205,1029,0,2234,1,0,2,1,3,1,3,7,7,1,3,BuiltIn,2,3,768.0,3,3,2,0,50,0,0,0,0,0,6,2006,WD ,300000,12.611537753638338
229,905109130,60,RL,80.0,14000,Pave,3,Lvl,3,Inside,1,ClearCr,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,PConc,5,3,4,6,1201.0,1,0.0,105.0,1306.0,GasA,2,Y,4,1306,954,0,2260,1,0,2,1,3,1,3,7,7,0,0,Attchd,2,2,533.0,3,3,2,296,44,0,0,0,0,0,4,2010,WD ,328000,12.70076888736628
1663,527402090,80,RL,70.0,10500,Pave,3,Lvl,3,FR2,2,NAmes,Norm,Norm,1Fam,SLvl,5,7,1971,2005,Gambrel,CompShg,MetalSd,AsphShn,BrkFace,82.0,2,2,CBlock,3,3,3,5,349.0,1,0.0,23.0,372.0,GasA,2,Y,4,576,533,0,1109,0,1,1,0,3,1,2,5,7,0,0,BuiltIn,1,1,288.0,3,3,2,35,0,0,0,0,0,0,12,2007,WD ,139000,11.842229212112828
2727,905202210,20,RL,87.0,13050,Pave,3,Low,3,Inside,1,ClearCr,Norm,Norm,1Fam,1Story,5,6,1963,1963,Flat,Tar&Grv,WdShing,Wd Shng,None,0.0,2,2,CBlock,4,3,3,3,104.0,5,850.0,46.0,1000.0,GasA,2,Y,4,1000,0,0,1000,1,0,1,0,1,1,2,4,7,2,3,Attchd,1,2,575.0,3,3,2,238,0,148,0,0,0,0,4,2006,WD ,164000,12.007621706806335
2226,909451130,160,RM,24.0,1782,Pave,3,Lvl,3,Inside,2,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,4,3,1,6,330.0,1,0.0,186.0,516.0,GasA,3,Y,4,529,516,0,1045,0,0,1,0,2,1,2,5,7,1,3,Detchd,1,2,462.0,3,3,2,180,0,0,0,0,0,0,12,2007,WD ,123900,11.727230067617233
130,534450180,20,RL,50.0,7207,Pave,2,Lvl,3,Inside,2,BrkSide,Norm,Norm,1Fam,1Story,5,7,1958,2008,Gable,CompShg,Wd Sdng,Plywood,None,0.0,2,3,CBlock,3,3,4,4,696.0,1,0.0,162.0,858.0,GasA,3,Y,4,858,0,0,858,1,0,1,0,2,1,2,4,7,0,0,NA,0,0,0.0,0,0,2,117,0,0,0,0,0,0,2,2010,WD ,116500,11.665646551987892
1675,527427200,120,RH,26.0,10943,Pave,1,Lvl,3,FR2,2,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1997,1998,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,PConc,4,3,1,6,930.0,1,0.0,475.0,1405.0,GasA,2,Y,4,1337,0,0,1337,1,0,2,0,2,1,3,5,7,1,3,Attchd,3,2,522.0,3,3,2,0,68,0,0,0,0,0,10,2007,WD ,177000,12.083905011555967
2038,903457130,190,RM,52.0,4330,Pave,3,Lvl,3,Inside,2,IDOTRR,Norm,Norm,2fmCon,1.5Fin,4,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,2,3,1,3,681.0,5,127.0,0.0,808.0,GasA,2,Y,4,838,477,0,1315,1,0,2,0,3,1,2,5,7,0,0,Detchd,2,2,436.0,3,3,2,0,0,0,0,0,0,0,2,2007,COD,99500,11.507912923146684
2416,528221010,20,RL,102.0,11660,Pave,2,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,3,1,0.0,1,0.0,1326.0,1326.0,GasA,2,Y,4,1326,0,0,1326,0,0,2,0,3,1,3,6,7,0,0,Attchd,3,2,427.0,3,3,2,100,0,0,0,0,0,0,7,2006,New,174190,12.067901936471507
2507,533212100,160,FV,30.0,3180,Pave,3,Lvl,3,Inside,2,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,PConc,4,3,1,1,0.0,1,0.0,600.0,600.0,GasA,2,Y,4,520,600,80,1200,0,0,2,1,2,1,3,4,7,0,0,Detchd,2,2,480.0,3,3,2,0,166,0,0,0,0,0,6,2006,WD ,151000,11.925035115797062
269,907290170,120,RM,60.0,4435,Pave,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,3,2,PConc,4,3,3,6,672.0,1,0.0,176.0,848.0,GasA,2,Y,4,848,0,0,848,1,0,1,0,1,1,3,4,7,0,0,Attchd,3,2,420.0,3,3,2,140,0,0,0,0,0,0,4,2010,WD ,143750,11.875830958659597
981,923230200,85,RL,50.0,7689,Pave,2,Lvl,3,Inside,2,Mitchel,Norm,Norm,1Fam,SFoyer,5,8,1972,1972,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,4,3,3,6,720.0,4,76.0,0.0,796.0,GasA,2,Y,4,796,0,0,796,0,1,1,0,2,1,2,4,7,0,0,Detchd,1,1,336.0,3,3,2,138,0,0,0,0,0,0,7,2009,WD ,131900,11.789799338705405
2296,923230010,60,RL,68.0,8286,Pave,2,Lvl,3,Corner,2,Mitchel,Norm,Norm,1Fam,2Story,5,7,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,PConc,4,3,1,3,531.0,1,0.0,185.0,716.0,GasA,2,Y,4,716,716,0,1432,1,0,1,1,3,1,2,6,7,1,4,Attchd,3,2,531.0,3,3,2,0,136,0,0,240,0,0,6,2007,WD ,157000,11.964001084330445
940,910202070,70,RM,59.0,10690,Pave,3,Lvl,3,Inside,2,IDOTRR,Norm,Norm,1Fam,2Story,5,7,1920,1997,Hip,CompShg,VinylSd,VinylSd,None,0.0,2,3,CBlock,3,2,1,3,456.0,1,0.0,216.0,672.0,GasA,3,Y,3,672,672,0,1344,0,0,1,0,3,1,2,6,7,0,0,Detchd,1,1,468.0,3,2,2,0,128,218,0,0,0,0,7,2009,WD ,147000,11.898187865760873
475,528235010,60,RL,71.0,7795,Pave,2,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,6,425.0,1,0.0,291.0,716.0,GasA,2,Y,4,716,716,0,1432,1,0,2,1,3,1,3,6,7,1,4,Attchd,3,2,432.0,3,3,2,100,51,0,0,0,0,0,7,2009,WD ,188500,12.146853285870202
2404,528174080,120,RL,43.0,7052,Pave,2,Lvl,3,Inside,2,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,3,2,PConc,4,3,3,6,659.0,1,0.0,705.0,1364.0,GasA,2,Y,4,1364,0,0,1364,1,0,2,0,2,1,3,6,7,1,4,Attchd,2,2,484.0,3,3,2,192,36,0,0,0,0,0,6,2006,WD ,185850,12.132695175725399
2491,532376080,20,RL,60.0,9308,Pave,2,Lvl,3,CulDSac,2,Sawyer,RRNe,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,3,1,3,554.0,1,0.0,430.0,984.0,GasA,2,Y,4,984,0,0,984,0,0,1,0,3,1,2,5,7,0,0,Attchd,1,1,310.0,3,3,2,0,0,0,0,0,0,0,7,2006,WD ,126000,11.744037185933616
601,534275100,20,RL,65.0,8125,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1959,Hip,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,4,403.0,1,0.0,461.0,864.0,GasA,2,Y,4,864,0,0,864,0,0,1,0,3,1,2,5,7,0,0,Detchd,1,1,308.0,3,3,2,0,0,0,0,0,0,0,9,2009,WD ,118000,11.678439903447801
1640,527252050,120,RL,61.0,8035,Pave,2,HLS,3,Inside,2,StoneBr,Norm,Norm,TwnhsE,1Story,9,5,2006,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,165.0,3,2,PConc,5,3,4,6,797.0,1,0.0,815.0,1612.0,GasA,2,Y,4,1612,0,0,1612,1,0,2,0,2,1,4,6,7,1,4,Attchd,3,2,556.0,3,3,2,0,164,0,0,0,0,0,3,2007,WD ,319900,12.675763725937609
2926,923275080,80,RL,37.0,7937,Pave,2,Lvl,3,CulDSac,2,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,3,3,6,819.0,1,0.0,184.0,1003.0,GasA,2,Y,4,1003,0,0,1003,1,0,1,0,3,1,2,6,7,0,0,Detchd,1,2,588.0,3,3,2,120,0,0,0,0,0,0,3,2006,WD ,142500,11.867097278690842
653,535354070,20,RL,60.0,9600,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,6,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3,3,1,4,390.0,1,0.0,810.0,1200.0,GasA,2,Y,4,1200,0,0,1200,0,0,1,0,3,1,2,6,7,0,0,Attchd,3,1,246.0,3,3,2,126,0,0,0,0,0,0,8,2009,WD ,129900,11.77452020265869
2406,528181030,120,RL,48.0,6955,Pave,2,Lvl,3,Inside,2,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94.0,3,2,PConc,4,3,1,1,0.0,1,0.0,1368.0,1368.0,GasA,2,Y,4,1368,0,0,1368,0,0,2,0,2,1,3,6,7,1,4,Attchd,2,2,474.0,3,3,2,132,35,0,0,0,0,0,9,2006,New,202500,12.218495165528731
2701,904100170,20,RL,100.0,21370,Pave,3,Lvl,3,FR2,2,Sawyer,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,Wd Sdng,MetalSd,None,0.0,2,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,Y,3,1640,0,0,1640,0,0,1,0,3,1,2,7,6,1,4,Attchd,2,2,394.0,3,3,2,0,0,225,0,0,0,600,6,2006,WD ,131000,11.782952602183288
1472,907295100,90,RM,83.0,10126,Pave,3,Lvl,3,Corner,2,CollgCr,Norm,Norm,Duplex,SFoyer,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,4,3,4,6,1593.0,2,162.0,83.0,1838.0,GasA,3,Y,4,1838,0,0,1838,2,0,2,0,2,2,2,8,7,0,0,Attchd,1,3,721.0,3,3,2,160,67,0,0,0,0,0,7,2008,WD ,185000,12.128111104060462
417,527455080,160,RL,24.0,2364,Pave,3,Lvl,3,Inside,2,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,2,CBlock,4,3,1,5,279.0,1,0.0,576.0,855.0,GasA,2,Y,4,855,601,0,1456,0,0,2,1,3,1,2,6,7,1,3,Attchd,3,2,440.0,3,3,2,147,0,0,0,0,0,0,4,2009,WD ,138000,11.835008964139341
2664,902329070,70,RM,60.0,3600,Pave,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,2Story,6,7,1910,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,684.0,684.0,GasA,2,N,3,684,684,0,1368,0,0,1,0,3,1,2,7,7,0,0,Detchd,1,1,216.0,3,2,0,0,158,0,0,0,0,0,10,2006,WD ,114504,11.648365035864053
283,908225320,50,RL,52.0,8741,Pave,3,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1945,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,3,2,1,2,94.0,1,0.0,641.0,735.0,GasA,2,Y,3,798,689,0,1487,0,0,1,1,3,1,2,7,7,1,4,Detchd,1,1,220.0,3,3,2,0,140,0,0,0,0,0,4,2010,WD ,113000,11.635143097694478
302,910202060,50,RM,40.0,5436,Pave,3,Lvl,3,Inside,2,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,8,1922,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,BrkTil,3,3,1,4,735.0,1,0.0,61.0,796.0,GasA,3,Y,4,796,358,0,1154,1,0,1,0,3,1,3,7,7,0,0,Detchd,1,1,240.0,3,3,0,0,96,0,0,0,0,0,5,2010,WD ,125500,11.740061037553975
2053,905102010,80,RL,65.0,14149,Pave,2,Lvl,3,Inside,2,Sawyer,Norm,Norm,1Fam,SLvl,5,8,1964,2001,Hip,CompShg,HdBoard,HdBoard,BrkFace,50.0,3,3,CBlock,3,3,4,2,68.0,4,722.0,190.0,980.0,GasA,3,Y,4,1020,0,0,1020,0,1,2,0,3,1,2,5,7,1,1,Detchd,1,2,528.0,3,3,2,0,0,0,0,0,0,0,5,2007,WD ,165000,12.013700752882718
2662,902325160,50,RM,63.0,5000,Pave,3,Lvl,3,Corner,2,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,540.0,540.0,GasA,2,N,3,889,551,0,1440,0,0,1,0,3,1,2,6,7,0,0,Attchd,1,1,352.0,2,3,2,0,0,77,0,0,0,0,4,2006,WD ,79000,11.27720313144916
99,533212060,160,FV,24.0,2544,Pave,3,Lvl,3,Inside,2,Somerst,Norm,Norm,Twnhs,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,216.0,3,2,PConc,4,3,1,6,376.0,1,0.0,224.0,600.0,GasA,2,Y,4,600,636,0,1236,1,0,2,1,2,1,3,4,7,0,0,Detchd,2,2,480.0,3,3,2,0,166,0,0,0,0,0,5,2010,WD ,152000,11.931635799828413
2674,903225090,50,RM,50.0,5000,Pave,3,Lvl,3,Corner,2,BrkSide,Feedr,Norm,1Fam,1.5Fin,6,7,1947,1950,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,3,CBlock,3,3,1,5,399.0,1,0.0,605.0,1004.0,GasA,3,Y,4,1004,660,0,1664,0,0,2,0,3,1,2,7,7,2,4,Detchd,1,2,420.0,3,3,2,0,24,36,0,0,0,0,10,2006,WD ,159000,11.976659481202368
1218,534428020,20,RL,60.0,12493,Pave,2,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,4,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,PConc,3,3,1,5,419.0,3,306.0,375.0,1100.0,GasA,2,Y,4,1100,0,0,1100,1,0,1,0,3,1,2,6,7,1,1,Attchd,2,1,312.0,3,3,2,355,0,0,0,0,0,0,4,2008,WD ,141000,11.856515169360305
2547,534403400,20,RL,60.0,10368,Pave,2,Lvl,3,CulDSac,2,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,112.0,2,2,CBlock,3,3,1,5,260.0,2,748.0,0.0,1008.0,GasA,2,Y,4,1488,0,0,1488,1,0,1,1,3,1,2,7,7,1,4,Attchd,3,2,430.0,3,3,2,154,60,0,0,0,0,0,4,2006,WD ,167000,12.025749091398891
197,903227150,50,RM,53.0,6360,Pave,3,Lvl,3,Corner,2,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,6,1942,1950,Gable,CompShg,MetalSd,MetalSd,Stone,300.0,2,2,CBlock,3,3,1,3,360.0,2,159.0,316.0,835.0,GasA,2,Y,3,955,498,0,1453,0,0,1,1,3,1,3,7,5,2,2,Detchd,1,1,240.0,3,3,2,0,0,35,0,148,0,0,3,2010,WD ,132000,11.790557201568507
2091,906201022,20,RL,114.0,10357,Pave,2,Lvl,3,Corner,2,SawyerW,Feedr,Norm,1Fam,1Story,7,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,2,PConc,4,3,2,6,738.0,1,0.0,172.0,910.0,GasA,2,Y,4,1442,0,0,1442,1,0,2,0,3,1,3,6,7,1,3,Attchd,3,2,719.0,3,3,2,0,244,0,0,0,0,0,5,2007,WD ,179900,12.100156419938624
