id,pid,saleprice,log_saleprice,neighborhood,overall_qual,ms_zoning,ms_subclass_60_house_style_2Story,lot_area,lot_shape,lot_frontage,paved_drive,gr_liv_area,totrms_abvgrd,kitchen_qual,fireplaces,fireplace_qu,abv_grd_sf,total_bath,below_grd_sf,overall_bsmt_score,exter_qual,total_outdoor_area,garage_cars,overall_garage_score,foundation_PConc,garage_type_Attchd,garage_type_Detchd,roof_style_Hip,exterior_1st_VinylSd,mas_vnr_type_None,age,electrical,sale_type_New
1625,527162090,176000,12.078239274020287,3,7,3,0,7875,3,63.0,2,1253,6,2,1,3,1253,2,1237.0,6,2,681.0,2,9,1,1,0,0,0,0,11,4,0
2381,528106010,342643,12.7444443677961,4,9,3,1,16259,3,111.0,2,2596,9,3,0,0,2596,4,1249.0,9,2,1604.0,3,8,1,1,0,0,1,0,0,4,1
1827,532378240,125500,11.740061037553977,2,5,3,0,6173,2,60.0,2,902,6,2,0,0,902,1,1475.0,10,2,363.0,1,7,0,1,0,0,0,0,40,4,0
1580,916402015,150000,11.918390573078392,4,6,3,0,12890,2,75.0,2,1495,8,2,1,3,1495,2,1495.0,6,2,1010.0,2,7,0,1,0,0,0,0,19,4,0
1803,528480180,261329,12.473535428894303,4,8,4,0,10440,3,84.0,2,1584,6,4,1,4,1584,2,1574.0,7,4,850.0,2,9,1,1,0,0,0,1,0,4,1
1132,531363060,141000,11.856515169360303,2,7,3,0,7500,3,63.0,2,1080,6,3,0,0,1080,2,1760.0,11,2,120.0,0,0,1,0,0,0,1,0,3,4,0
1941,535353050,153000,11.938193200374572,2,4,3,0,9532,3,75.0,2,1647,6,2,1,2,1647,2,1700.0,8,2,505.0,1,9,0,1,0,0,1,1,54,4,0
1742,528228270,172500,12.058152515453552,3,7,3,0,3922,3,53.0,2,1258,6,3,1,4,1258,2,1258.0,9,3,880.0,3,9,1,1,0,0,0,0,0,4,1
2026,903425280,153575,11.941944326032129,1,6,3,0,8730,3,60.0,2,1396,7,2,0,0,1396,1,698.0,5,2,643.0,1,7,0,0,1,0,0,1,4,3,0
2245,911128020,124900,11.73526869611367,1,5,7,0,6060,3,60.0,0,1001,5,3,0,0,1001,1,1574.0,9,3,498.0,1,5,0,0,1,1,0,1,0,4,0
1691,528106040,415298,12.936751613811438,4,9,3,0,14450,3,107.0,2,2121,8,4,1,5,2121,3,2121.0,10,4,1411.0,3,9,1,1,0,0,0,0,0,4,1
725,902405120,119000,11.686878772093667,1,6,2,0,5400,3,60.0,2,1480,6,2,0,0,1044,1,972.0,5,1,383.0,1,6,0,0,1,0,0,1,59,4,0
1787,528435070,227000,12.33270529646354,4,8,3,0,10000,3,85.0,2,1588,7,3,1,4,1588,2,1588.0,8,3,1424.0,3,8,1,1,0,1,1,0,1,4,0
1216,534426040,145500,11.887931365593683,2,5,3,0,10007,2,72.0,2,1053,5,3,0,0,1053,3,1859.0,9,3,366.0,1,8,0,1,0,0,0,0,2,4,0
2654,902206020,61500,11.02679245379461,1,3,2,0,7830,3,52.0,0,492,3,2,0,0,492,2,908.0,5,2,278.0,1,6,0,0,1,0,0,1,56,4,0
2310,526354020,192100,12.165771348756648,2,7,3,0,11727,3,90.0,2,1851,8,2,1,3,1851,2,1851.0,6,2,1086.0,2,9,0,1,0,0,0,0,37,4,0
761,903484110,116000,11.661345470088502,1,6,2,0,10320,3,60.0,2,1403,7,2,0,0,1403,3,974.0,7,2,596.0,1,7,0,0,1,0,0,1,44,2,0
1884,534276070,145000,11.884489021402713,2,6,3,0,10482,3,65.0,2,1138,6,2,0,0,1138,2,1095.0,12,2,551.0,1,8,0,1,0,1,1,0,49,4,0
449,528166090,445000,13.005829561148378,4,9,3,0,15274,2,110.0,2,2452,10,4,1,4,2452,4,4424.0,12,3,1726.0,3,9,1,1,0,1,1,0,6,4,0
856,907202050,150500,11.921718363171069,3,5,3,0,8800,2,61.0,2,1040,5,3,0,0,1040,2,1572.0,8,2,772.0,2,7,0,0,1,0,0,1,1,4,0
11,527163010,175900,12.077670930725647,3,6,3,1,10000,2,75.0,2,1655,7,2,1,3,1655,3,763.0,6,2,681.0,2,9,1,1,0,0,0,1,16,4,0
389,527375180,167900,12.031123843065632,3,6,3,0,10140,3,78.0,2,1116,6,2,1,3,1116,3,2004.0,9,2,724.0,2,8,0,1,0,1,0,0,35,4,0
2415,528218140,219210,12.297785453453374,3,7,3,1,14054,2,58.0,2,1863,9,3,1,4,1863,3,879.0,8,3,777.0,3,9,1,0,0,0,1,1,0,4,1
77,531451280,189000,12.14950229404178,2,6,3,1,11218,3,70.0,2,1845,8,3,1,3,1845,3,1055.0,6,3,1201.0,2,8,1,1,0,0,0,1,18,4,0
1238,535152200,136500,11.824079893607152,2,5,3,0,8856,3,74.0,2,1176,6,2,2,4,1176,2,1797.0,9,2,618.0,1,8,0,1,0,0,0,0,51,4,0
223,905105200,137900,11.834284063781393,2,5,3,0,7800,3,65.0,2,892,5,3,0,0,892,2,1104.0,9,2,463.0,1,7,0,0,1,1,0,0,2,4,0
723,902402150,85000,11.350406535472452,1,5,2,0,7200,3,60.0,2,1022,4,2,0,0,1022,2,1269.0,9,2,536.0,1,7,0,0,1,1,0,1,3,4,0
2562,534477030,137900,11.834284063781393,2,5,3,0,10680,3,89.0,2,2136,7,2,0,0,2136,2,2892.0,6,2,602.0,2,7,0,0,1,1,0,0,55,3,0
995,527106140,195500,12.183315658407558,3,6,3,1,9535,2,59.0,2,1604,7,2,0,0,1604,3,1777.0,14,2,654.0,2,9,1,1,0,0,1,1,10,4,0
287,909100110,128000,11.759785542901756,1,6,3,0,6858,3,66.0,2,1647,6,1,0,0,1647,3,806.0,6,2,418.0,1,7,1,0,1,0,0,1,60,2,0
1152,532354150,135000,11.813030057420567,2,5,3,0,8100,3,75.0,2,864,5,3,1,3,864,2,1628.0,9,2,552.0,1,7,0,0,1,0,0,1,1,4,0
1449,907202190,143195,11.87196261669798,3,5,3,0,9216,2,60.0,2,1076,5,2,1,2,1076,2,1370.0,11,2,752.0,2,7,0,0,1,0,0,0,33,4,0
1330,903204095,79500,11.283512300642425,1,5,2,0,9100,3,50.0,1,935,4,2,0,0,779,1,742.0,5,2,308.0,1,7,0,0,1,0,1,1,48,3,0
1134,531373060,192500,12.167851432709975,2,7,3,1,12774,3,67.0,2,1663,8,3,0,0,1663,3,835.0,8,3,809.0,2,8,1,1,0,0,1,0,4,4,0
706,902201110,129500,11.771436160121729,1,5,2,0,6000,3,50.0,2,1328,6,2,0,0,1328,2,1152.0,8,2,320.0,1,7,0,0,1,0,0,1,39,3,0
1617,527107040,168000,12.031719258385396,3,6,3,1,10364,2,60.0,2,1572,7,2,1,3,1572,3,806.0,6,2,413.0,2,9,1,0,0,0,0,1,11,4,0
1339,903228060,105000,11.56171562913966,1,6,2,0,6000,3,50.0,2,1342,7,2,1,4,1342,2,1003.0,6,2,240.0,1,7,0,0,1,0,0,1,58,4,0
1664,527402150,143250,11.872346634576989,2,6,3,0,10530,2,60.0,2,981,5,2,0,0,981,3,1263.0,9,2,928.0,2,7,0,0,1,1,0,1,36,4,0
1433,907135020,144000,11.877568578558138,3,5,3,0,9525,3,75.0,2,1099,6,3,0,0,1099,2,1099.0,6,2,630.0,1,7,1,1,0,0,1,1,2,4,0
75,531380080,205000,12.230765258120543,2,7,3,1,8880,2,60.0,2,2110,8,3,2,2,2110,4,1643.0,11,3,593.0,2,8,1,1,0,0,1,1,8,4,0
2255,914478100,143000,11.870599909242044,2,6,3,0,8410,2,82.0,2,1026,5,2,1,1,1026,2,1894.0,12,2,721.0,2,7,0,1,0,0,0,1,33,4,0
1170,533215040,290000,12.577636201962656,4,9,4,0,4385,2,42.0,2,1419,5,4,1,3,1419,3,2383.0,14,3,801.0,2,9,1,1,0,0,1,1,7,4,0
45,528150070,611657,13.323926946863102,4,9,3,0,12919,2,100.0,2,2364,11,4,2,4,2364,4,4518.0,15,4,1647.0,3,9,1,1,0,1,1,0,0,4,1
836,907126010,152000,11.931635799828411,3,5,3,0,12464,1,82.0,2,1040,6,3,0,0,1040,2,1772.0,11,2,744.0,2,7,1,0,1,0,1,1,13,4,0
8,527145080,191500,12.162643087602838,4,8,3,0,5005,2,43.0,2,1280,5,3,0,0,1280,2,1543.0,10,3,732.0,2,8,1,1,0,0,0,1,18,4,0
1704,528120150,317000,12.666657052859415,4,8,3,1,9591,3,76.0,2,2473,9,3,1,4,2473,3,1143.0,9,3,1539.0,3,8,1,0,0,0,1,0,2,4,0
2068,905226080,165250,12.015214757713933,2,7,3,0,6960,3,70.0,2,1302,6,3,2,4,1302,2,938.0,9,2,350.0,1,7,0,1,0,0,0,1,9,3,0
1488,908102140,123000,11.719939634354557,1,5,3,0,9825,3,75.0,2,1092,6,2,0,0,1092,1,1701.0,7,2,684.0,1,7,0,1,0,1,0,1,42,4,0
1391,905201110,185000,12.128111104060462,2,6,3,0,14175,3,88.0,2,1188,4,2,1,3,1188,2,1764.0,13,2,1043.0,2,7,0,1,0,0,0,1,52,3,0
2633,535478070,120000,11.695247021764184,2,7,3,0,7400,3,74.0,2,1045,6,2,0,0,1045,2,1854.0,6,2,528.0,2,7,0,0,1,0,0,1,44,4,0
1872,534176140,158500,11.973509872299472,3,6,3,0,10738,2,88.0,2,1093,6,2,1,2,1093,3,1885.0,9,2,708.0,2,8,0,1,0,1,0,1,41,4,0
1138,531376010,173000,12.061046873479915,2,6,3,1,8366,2,65.0,2,1640,6,3,0,0,1640,3,798.0,6,3,703.0,2,8,1,1,0,0,1,1,4,4,0
1899,534429030,101800,11.53076538309856,2,4,3,0,9842,3,70.0,2,1224,6,2,0,0,1224,2,0.0,0,2,462.0,2,7,0,0,0,0,0,1,45,4,0
915,909252020,155000,11.951180395901384,1,7,3,0,7200,3,60.0,2,1135,6,3,0,0,1135,2,910.0,10,3,832.0,2,8,1,0,1,0,0,1,2,4,0
660,535378120,125000,11.736069016284436,1,5,3,0,10230,3,60.0,0,1078,6,4,0,0,1078,1,1054.0,5,2,376.0,1,7,0,0,1,0,0,1,59,4,0
2004,902427140,104500,11.556942350387002,1,4,2,0,8626,3,52.0,2,968,5,2,0,0,968,1,0.0,0,2,332.0,1,6,0,1,0,0,0,1,51,4,0
443,528142040,350000,12.765688433465597,4,9,3,1,8834,3,74.0,2,2224,10,4,1,4,2224,4,2632.0,12,3,1138.0,3,9,1,1,0,1,1,0,4,4,0
2627,535454060,93500,11.44571671527678,2,3,3,0,8544,3,60.0,2,1040,6,2,0,0,1040,2,0.0,0,2,400.0,2,7,0,0,1,0,0,1,56,2,0
1438,907181140,193000,12.170445467887022,3,7,3,1,9179,2,68.0,2,1790,7,3,0,0,1790,4,1506.0,11,3,834.0,2,8,1,1,0,0,1,0,9,4,0
1525,909251090,191000,12.160028707028768,3,6,3,0,11526,2,79.0,2,2555,11,2,1,4,2171,2,588.0,7,2,1103.0,2,9,0,0,1,0,0,1,14,4,0
2644,902109010,110000,11.608235644774552,1,6,2,0,5684,3,70.0,0,813,5,3,0,0,813,1,813.0,5,2,383.0,1,5,0,0,1,1,0,1,1,3,0
866,907252220,261500,12.474189562487116,3,8,3,1,11885,3,60.0,2,1872,7,4,1,3,1872,4,2289.0,13,3,921.0,2,8,1,0,0,0,1,0,8,4,0
620,534476320,128900,11.766792188927278,2,5,3,0,9600,3,80.0,2,1050,5,2,0,0,1050,1,1554.0,7,2,338.0,1,7,0,1,0,1,0,1,53,4,0
2451,528360050,584500,13.27851205989426,4,9,3,1,17242,2,114.0,2,3500,11,4,1,3,3500,5,2025.0,12,3,2863.0,3,8,1,1,0,1,0,0,12,4,0
2186,908225240,111000,11.617285480294472,1,4,3,0,10215,3,75.0,2,948,5,2,0,0,948,1,1356.0,9,2,380.0,1,7,1,1,0,1,0,0,53,4,0
2025,903425270,90000,11.407564949312402,1,5,3,0,8550,3,60.0,2,1316,7,2,0,0,1316,1,750.0,4,2,576.0,2,7,1,0,1,0,0,1,57,4,0
1916,535126180,129000,11.76756768334381,2,6,3,1,18450,2,60.0,2,2380,7,2,1,1,2380,3,1208.0,7,2,974.0,2,7,0,0,0,0,0,0,28,4,0
1542,909428190,224000,12.319401330837175,3,6,3,0,14778,2,60.0,2,1640,7,3,1,4,1640,2,2024.0,8,3,1320.0,2,7,0,0,1,1,0,0,2,4,0
1163,533212050,165000,12.013700752882718,4,6,4,0,3180,3,30.0,2,1200,5,3,0,0,1200,4,990.0,11,3,646.0,2,8,1,0,1,0,0,1,3,4,0
205,903430080,122000,11.711776323715394,1,6,2,0,3068,3,52.0,2,1324,6,2,0,0,1324,2,662.0,5,2,292.0,1,7,0,0,1,0,1,1,17,4,0
2261,916384070,267300,12.49612690212701,4,8,3,0,8298,2,68.0,2,1564,6,4,1,4,1564,2,2129.0,13,3,634.0,2,8,1,1,0,1,1,1,0,4,1
423,528104070,485000,13.09190416991962,4,9,3,1,13518,3,104.0,2,3140,11,4,2,4,3140,4,1926.0,7,4,1902.0,3,9,1,0,0,1,1,0,0,4,1
2687,903425190,220000,12.301382825334498,1,6,2,0,33120,0,90.0,2,2486,8,2,1,4,2486,2,1595.0,5,2,576.0,2,7,0,0,1,0,0,1,44,4,0
1436,907176010,215700,12.281643832377249,3,6,3,1,13142,2,60.0,2,1771,6,3,0,0,1771,4,1552.0,11,2,824.0,2,8,1,1,0,0,1,0,11,4,0
444,528142090,280000,12.542544882151386,4,8,3,0,11362,2,107.0,2,1836,7,3,1,4,1836,3,2875.0,13,3,1214.0,3,9,1,1,0,0,0,0,4,4,0
1067,528172080,284000,12.556729517143344,4,8,3,0,10845,2,92.0,2,1575,7,3,1,3,1575,3,2752.0,12,3,1480.0,3,9,1,1,0,0,1,0,4,4,0
2290,923228290,84500,11.344506813345266,1,4,2,0,1936,3,21.0,2,630,3,2,0,0,630,2,761.0,11,2,0.0,0,0,0,0,0,0,0,1,37,4,0
168,535476350,192000,12.165250651009918,2,6,3,0,9760,3,80.0,2,1395,7,2,1,3,1395,2,2112.0,11,2,1668.0,2,8,0,1,0,1,0,0,26,4,0
2643,902108060,105000,11.56171562913966,1,7,2,0,3960,3,66.0,0,1004,5,3,1,1,1004,1,502.0,5,2,548.0,1,6,0,0,1,0,0,1,56,4,0
2802,907290080,216837,12.28690119819279,3,7,3,0,9100,3,70.0,2,1836,8,3,1,4,1836,2,1884.0,11,3,637.0,2,9,1,1,0,1,1,1,1,4,0
1224,534455030,141500,11.86005499606543,2,5,3,0,9600,3,80.0,2,1496,6,3,0,0,1496,2,1954.0,7,1,675.0,2,8,0,1,0,0,0,0,48,4,0
1382,905104180,130000,11.77528972943772,2,5,3,0,9764,2,57.0,2,894,5,3,0,0,894,2,1596.0,8,2,450.0,2,8,0,1,0,0,1,1,5,4,0
853,907200230,124000,11.728036844587177,3,5,3,0,8430,3,60.0,2,1040,5,2,0,0,1040,2,1656.0,8,2,136.0,0,0,0,0,0,0,0,0,31,4,0
2237,910201180,150909,11.924432285124537,1,5,2,0,9060,3,50.0,2,1828,6,3,0,0,1828,2,1407.0,10,2,859.0,2,0,0,0,1,0,0,1,8,4,0
2585,535304020,139500,11.845819880243557,2,5,3,0,12778,3,66.0,2,1008,4,2,0,0,1008,2,1666.0,10,2,434.0,1,8,0,1,0,0,0,1,3,3,0
2193,908275240,79275,11.280678099406549,1,4,3,0,8172,3,60.0,0,864,5,2,0,0,864,2,1546.0,9,2,724.0,2,7,0,0,1,0,0,1,52,4,0
2262,916384080,265900,12.490875577231112,4,8,3,0,9037,2,64.0,2,1484,6,4,1,4,1484,2,1904.0,13,3,657.0,2,8,1,1,0,1,1,0,1,4,0
1528,909253190,91000,11.418614785498988,1,6,3,0,6292,3,52.0,2,790,4,2,0,0,790,1,1152.0,9,2,301.0,1,6,0,0,1,0,0,1,58,4,0
370,527276160,185000,12.128111104060462,3,5,3,1,11900,3,85.0,1,1934,6,2,1,3,1934,4,1522.0,10,2,1100.0,2,7,1,1,0,0,0,0,32,4,0
2629,535456020,141000,11.856515169360303,2,5,3,0,7945,3,70.0,2,1150,6,2,0,0,1150,2,1329.0,9,2,300.0,1,8,0,1,0,0,0,1,47,3,0
1703,528120010,260116,12.468882964346784,4,8,3,1,16659,2,134.0,2,2152,7,3,1,4,2152,3,1582.0,6,3,1096.0,2,7,1,0,1,0,1,1,-1,4,1
793,905452050,113000,11.635143097694478,1,4,3,0,9340,3,50.0,0,672,4,2,0,0,672,2,1016.0,7,2,347.0,1,7,0,1,0,1,0,1,59,4,0
1429,906424010,225000,12.323855681186558,2,8,3,0,11454,1,60.0,2,1511,6,3,1,2,1511,3,2171.0,14,3,1323.0,3,9,1,1,0,0,1,0,13,4,0
648,535352090,113000,11.635143097694478,2,5,3,0,8480,3,80.0,2,793,4,1,0,0,793,2,1493.0,8,2,240.0,1,7,0,0,1,0,0,1,59,4,0
279,908103350,125200,11.737667737648136,1,6,3,0,6305,3,65.0,2,1096,5,2,1,2,1096,2,1536.0,11,2,352.0,1,7,0,0,1,0,0,1,35,4,0
1705,528142050,319500,12.674512552799726,4,8,3,1,9709,2,82.0,2,2100,8,4,2,4,2100,4,1696.0,15,4,1182.0,3,9,1,0,0,0,1,0,0,4,1
1257,535380050,140000,11.84939770159144,2,5,3,0,10930,3,60.0,2,1558,6,2,1,3,1558,3,1493.0,8,2,288.0,1,7,0,1,0,0,0,1,58,3,0
2894,916325040,250764,12.432267536768098,4,6,3,0,50102,2,60.0,2,1650,6,2,2,4,1650,2,2541.0,12,2,656.0,2,7,0,1,0,0,0,1,48,4,0
1062,528142020,250000,12.429216196844385,4,8,3,1,8899,3,74.0,2,2088,10,3,1,4,2088,3,988.0,13,4,888.0,3,9,1,0,0,1,1,0,1,4,0
1729,528218020,176000,12.078239274020287,3,6,3,1,10237,3,65.0,2,1536,6,3,1,4,1536,3,768.0,6,3,538.0,2,9,1,1,0,0,1,1,1,4,0
1925,535177110,174850,12.071683742491524,2,6,3,0,9736,3,80.0,2,1721,8,2,3,3,1721,1,1999.0,8,2,753.0,2,7,0,1,0,0,0,0,38,4,0
415,527455050,147000,11.898187865760873,2,6,3,0,2364,3,24.0,2,1548,7,2,1,3,1548,4,1124.0,10,2,548.0,2,7,0,0,1,0,0,1,31,4,0
78,531452020,99500,11.507912923146684,2,6,3,0,7892,3,55.0,2,918,5,2,1,3,918,2,918.0,6,2,292.0,1,7,0,1,0,0,0,1,31,4,0
428,528108040,398800,12.89621531706982,4,9,3,1,12350,3,95.0,2,2690,8,4,1,4,2690,4,2351.0,12,3,1061.0,3,8,1,1,0,0,1,1,0,4,1
1756,528280110,175000,12.072541252905651,3,6,3,1,7917,3,62.0,2,1647,7,2,1,3,1647,3,953.0,6,2,500.0,2,8,1,1,0,0,1,1,7,4,0
1280,535456100,109500,11.603679828238691,2,5,3,0,7200,3,60.0,2,825,4,2,0,0,825,2,825.0,5,2,350.0,1,7,0,1,0,0,0,1,54,3,0
1928,535181030,163500,12.004568269319446,2,6,3,0,12155,0,60.0,2,1657,7,2,1,3,1657,3,2894.0,7,2,631.0,2,7,0,1,0,0,0,1,37,4,0
2671,903200050,100000,11.512925464970229,1,4,3,0,7446,3,60.0,2,788,4,2,2,3,788,1,1054.0,7,2,0.0,0,0,0,0,0,0,0,1,56,3,0
2501,533125120,334000,12.718896271958837,4,8,3,1,11025,3,105.0,2,2826,9,3,3,3,2826,4,2452.0,15,3,2151.0,3,8,1,1,0,0,0,0,13,4,0
225,905106170,137250,11.829559359371776,2,5,3,0,7832,3,65.0,2,864,4,2,0,0,864,2,1639.0,10,2,506.0,1,7,0,0,1,1,0,1,42,4,0
2317,527108010,320000,12.676076274775909,3,7,3,1,19378,2,134.0,2,2462,9,3,1,4,2462,4,1449.0,12,3,1571.0,2,8,1,1,0,0,1,0,0,4,1
160,535401080,162000,11.99535161421452,2,5,3,0,9830,2,60.0,2,1287,7,3,1,4,1287,2,1135.0,9,2,1139.0,2,9,0,0,1,0,0,1,4,4,0
100,533213030,222000,12.310432660854415,4,7,4,0,4403,1,60.0,2,1478,7,3,1,4,1478,4,2048.0,14,4,1060.0,2,9,1,1,0,0,0,0,1,4,1
482,528250040,178000,12.089538829274222,3,7,3,1,8174,2,60.0,2,1342,7,3,1,3,1342,4,1192.0,11,3,549.0,2,9,1,1,0,0,1,1,6,4,0
177,902128170,119000,11.686878772093667,1,5,2,0,7200,3,60.0,2,804,4,3,2,4,804,2,1298.0,8,2,688.0,1,7,0,1,0,0,0,0,18,4,0
1971,535477130,169500,12.04060820580264,2,5,3,1,7590,3,69.0,2,1812,8,2,1,3,1812,2,1404.0,9,2,720.0,1,8,0,1,0,0,1,0,45,4,0
484,528275070,236000,12.371587084007746,3,7,3,1,8795,2,60.0,2,2256,8,3,1,3,2256,3,1252.0,11,3,832.0,2,9,1,0,0,0,1,1,9,4,0
1561,911370490,294464,12.59291203351514,3,8,2,0,3843,2,44.0,2,1648,5,4,1,4,1648,4,3072.0,15,4,1079.0,2,9,1,1,0,1,0,0,0,4,1
992,526354070,206900,12.239990863733636,2,6,3,1,11075,3,85.0,2,2112,9,2,2,4,2112,3,1452.0,9,2,856.0,2,7,0,1,0,0,0,1,39,4,0
73,531367050,233000,12.358793732547838,2,7,3,1,10142,2,76.0,2,2084,8,3,0,0,2084,4,1612.0,11,3,663.0,2,8,1,0,0,0,1,1,6,4,0
2646,902110130,108000,11.589886506106357,1,6,2,0,7741,3,56.0,2,1032,5,2,0,0,1032,1,1175.0,8,2,392.0,1,7,0,0,1,0,0,1,56,3,0
994,527106050,165000,12.013700752882718,3,6,3,1,8139,3,65.0,2,1470,7,2,1,3,1470,3,1156.0,10,2,780.0,2,9,1,0,0,0,1,0,12,4,0
2138,907200270,134900,11.812289042195848,3,5,3,0,8982,2,45.0,2,1040,5,2,0,0,1040,2,1579.0,12,2,748.0,2,7,0,0,1,0,0,1,30,4,0
2013,903231050,113000,11.635143097694478,1,5,2,0,6120,3,51.0,2,884,5,2,0,0,884,1,884.0,5,3,376.0,1,7,0,0,1,0,0,1,57,4,0
2126,907135080,147900,11.90429164869889,3,5,3,0,16561,1,70.0,2,1097,6,2,0,0,1097,3,1646.0,10,2,548.0,1,7,1,1,0,0,1,1,11,4,0
898,908229020,99900,11.511924964636645,1,5,3,0,4060,3,56.0,2,864,4,2,0,0,864,1,864.0,4,2,96.0,0,0,1,0,0,0,0,1,59,4,0
1048,527453160,143000,11.870599909242044,2,6,3,0,2308,3,24.0,2,1456,7,2,0,0,1456,3,1141.0,10,2,460.0,2,8,0,1,0,0,0,1,33,4,0
2676,903231070,114500,11.648330101976432,1,6,2,0,6240,3,52.0,2,1176,6,2,1,4,816,1,816.0,5,2,640.0,2,7,1,0,1,0,0,1,56,4,0
2498,532378220,129200,11.769116870330638,2,5,3,0,8789,2,60.0,2,941,6,2,1,1,941,1,1571.0,8,2,352.0,1,7,0,1,0,0,1,1,39,4,0
1560,911370410,392500,12.8802918162046,3,8,2,0,5587,2,64.0,2,1652,5,3,1,4,1652,4,3080.0,15,4,1036.0,2,9,1,1,0,1,0,0,0,4,1
296,909427230,266500,12.493129522588037,3,7,3,0,9042,3,66.0,2,2340,9,3,2,4,2340,2,1427.0,10,4,312.0,1,8,0,1,0,0,0,1,4,4,0
354,527161040,177500,12.086725887897607,3,7,3,0,8923,2,57.0,2,1382,7,2,1,3,1382,3,573.0,11,3,652.0,2,9,1,0,0,0,1,1,11,4,0
970,923201100,139500,11.845819880243557,2,5,3,0,12518,2,75.0,2,1008,6,3,0,0,1008,1,1540.0,9,2,710.0,1,7,0,1,0,0,0,0,41,4,0
884,907420040,170000,12.0435537160324,3,6,3,1,11069,3,85.0,2,1396,6,3,1,4,1396,3,608.0,6,3,576.0,2,9,1,0,0,0,1,1,2,4,0
1894,534403290,224500,12.321630986164449,2,6,3,1,8800,3,80.0,2,2154,8,2,1,4,2154,3,1259.0,9,2,1006.0,2,8,0,1,0,0,0,0,10,4,0
450,528168030,290000,12.577636201962656,4,8,3,1,13262,2,96.0,2,2400,10,3,1,4,2400,4,1082.0,6,3,1070.0,3,9,1,0,0,0,1,0,5,4,0
2031,903450060,169500,12.04060820580264,1,7,2,0,7758,3,60.0,2,1818,7,2,2,3,1818,2,1264.0,6,2,1024.0,1,7,1,0,1,0,0,0,57,2,0
949,914465055,240000,12.388394202324127,2,7,3,0,12118,2,43.0,2,1710,7,3,1,4,1710,2,1710.0,8,3,986.0,2,9,1,1,0,1,1,0,4,4,0
1907,534476080,144000,11.877568578558138,2,5,3,0,9600,3,80.0,2,1150,6,2,0,0,1150,2,1446.0,8,2,639.0,1,9,0,1,0,1,0,0,52,4,0
1906,534475170,165000,12.013700752882718,2,6,3,1,9500,3,100.0,2,1977,9,2,1,3,1977,3,1258.0,7,2,864.0,2,8,0,1,0,0,1,0,29,4,0
549,531452070,145000,11.884489021402713,2,6,3,0,7175,3,50.0,2,1332,5,3,0,0,1332,2,1332.0,6,3,602.0,2,8,1,1,0,0,0,1,18,4,0
243,905475510,114000,11.643953727376632,1,5,3,0,11200,2,60.0,0,1298,5,2,0,0,1298,2,1250.0,6,2,648.0,2,6,0,0,1,0,0,1,46,4,0
1697,528110070,395000,12.88664104388326,4,8,3,0,14226,3,110.0,2,1973,9,3,1,4,1973,2,1935.0,8,3,1630.0,3,9,1,1,0,1,1,0,1,4,1
2365,527450010,105500,11.56646623189826,1,6,2,0,2760,3,24.0,2,1092,6,2,0,0,1092,2,525.0,5,2,954.0,2,7,0,0,1,0,0,0,33,4,0
310,914467040,254900,12.448626590364206,2,8,3,1,11050,3,85.0,2,1916,8,3,1,3,1916,4,1664.0,11,3,811.0,3,7,1,1,0,0,1,1,11,4,0
1961,535451100,102000,11.532728092266408,2,5,3,0,7200,3,60.0,2,1238,6,2,1,3,1238,2,1296.0,6,2,528.0,1,7,0,1,0,0,0,1,57,3,0
849,907194010,230000,12.345834587905332,3,7,3,1,12420,3,79.0,2,1840,6,3,0,0,1840,4,1610.0,11,3,667.0,2,8,1,1,0,0,1,1,8,4,0
2018,903233050,137500,11.831379196088765,1,5,2,0,6120,3,51.0,0,1513,8,2,0,0,1513,2,939.0,6,2,354.0,1,5,0,0,1,0,0,1,3,4,0
1328,903201030,138000,11.83500896413934,1,5,3,0,7111,2,55.0,2,1143,5,2,1,1,1143,1,1414.0,6,3,553.0,1,7,0,0,1,0,0,1,25,4,0
801,906201050,156500,11.960811288962343,2,6,3,0,19255,2,66.0,2,1338,5,3,1,1,1338,2,590.0,10,3,676.0,2,7,0,1,0,0,0,0,26,4,0
400,527405180,124500,11.7320609948869,2,4,3,0,8120,3,70.0,2,864,5,2,0,0,864,1,1055.0,9,2,463.0,2,7,0,0,1,0,0,1,39,4,0
1650,527325110,190000,12.154779351142624,3,7,3,1,11952,3,92.0,2,1969,8,2,1,4,1969,3,808.0,6,2,810.0,2,8,0,1,0,0,0,1,30,4,0
1084,528228465,159895,11.982272628789678,3,7,3,0,3182,3,43.0,2,1266,6,3,1,4,1266,2,1266.0,8,3,520.0,2,9,1,1,0,0,1,0,1,4,0
1522,909250040,189000,12.14950229404178,1,5,3,0,9842,3,51.0,2,2601,8,2,0,0,2601,4,612.0,5,2,1105.0,2,8,0,0,0,0,0,1,10,4,0
2496,532378130,124000,11.728036844587177,2,5,3,0,8020,2,60.0,2,912,6,2,0,0,912,1,1556.0,9,2,0.0,0,0,0,0,0,0,0,1,42,4,0
220,905103060,121500,11.70766954176274,2,5,3,0,11341,2,60.0,2,1392,5,2,1,4,1392,3,2694.0,10,2,803.0,2,7,0,0,1,1,0,0,14,4,0
1254,535354200,146000,11.891361900690471,2,5,3,0,12436,3,76.0,2,1824,9,2,0,0,1824,2,1824.0,5,2,484.0,2,7,0,0,1,0,0,1,51,3,0
